City,State,ID,Lat,Lon,Elev,WMO
Lexington,NE,KLXN,40.78,-99.77,734,99999
McCook,NE,KMCK,40.20,-100.58,786,99999
Mullen,NE,KMHN,42.05,-101.07,994,99999
Ord,NE,KODX,41.62,-98.95,631,99999
Omaha Offutt,NE,KOFF,41.12,-95.92,319,72554
Norfolk,NE,KOFK,41.98,-97.43,473,72556
Ogallala,NE,KOGA,41.05,-101.80,999,99999
Columbus,NE,KOLU,41.45,-97.33,440,99999
Omaha,NE,KOMA,41.30,-95.90,299,72550
O'Neill,NE,KONL,42.47,-98.68,619,99999
North Omaha,NE,KOVN,41.37,-96.02,406,72553
Sidney,NE,KSNY,41.10,-102.98,1312,72561
Tekamah,NE,KTQE,41.77,-96.17,312,99999
Valentine,NE,KVTN,42.87,-100.55,792,72567
Jaffrey,NH,KAFN,42.80,-72.00,317,99999
Nashua,NH,KASH,42.78,-71.52,61,99999
Berlin,NH,KBML,44.58,-71.18,695,99999
Concord,NH,KCON,43.20,-71.50,105,72605
Keene,NH,KEEN,42.90,-72.27,149,99999
Whitefield,NH,KHIE,44.35,-71.55,319,99999
Laconia,NH,KLCI,43.57,-71.42,166,99999
Lebanon,NH,KLEB,43.63,-72.30,182,99999
Manchester,NH,KMHT,42.93,-71.43,71,99999
Mt. Washington,NH,KMWN,44.27,-71.30,1910,72613
Portsmouth,NH,KPSM,43.08,-70.82,31,99999
Rochester,NH,KDAW,43.29,-70.92,100,99999
Sussex,NJ,KFWN,41.20,-74.63,128,99999
Atlantic City,NJ,KACY,39.45,-74.57,20,72407
Belmar-Farmingdale,NJ,KBLM,40.18,-74.13,48,99999
Caldwell,NJ,KCDW,40.88,-74.28,53,99999
Newark,NJ,KEWR,40.70,-74.17,9,72502
Millville,NJ,KMIV,39.37,-75.07,25,99999
Morristown,NJ,KMMU,40.80,-74.42,57,99999
Mount Holly,NJ,KVAY,39.93,-74.84,16,99999
Lakehurst NAS,NJ,KNEL,40.03,-74.35,31,72409
Teterboro,NJ,KTEB,40.85,-74.07,3,99999
Trenton,NJ,KTTN,40.28,-74.82,65,99999
McGuire AFB,NJ,KWRI,40.02,-74.60,41,99999
Wildwood,NJ,KWWD,39.02,-74.92,7,99999
Somerville,NJ,KSMQ,40.62,-74.67,32,99999
Andover,NJ,K12N,41.01,-74.74,177,99999
Artesia,NM,KATS,32.85,-104.47,1081,99999
Corona,NM,K4CR,34.10,-105.68,1981,99999
Moriarty,NM,K4MY,34.98,-106.05,1890,99999
Cuba,NM,K4SL,35.80,-107.18,2106,99999
Albuquerque,NM,KABQ,35.05,-106.62,1620,72365
Albuquerque Double Eagle,NM,KAEG,35.14,-106.80,1779,99999
Alamogordo,NM,KALM,32.83,-105.98,1279,99999
Clayton,NM,KCAO,36.45,-103.15,1515,72360
Carlsbad,NM,KCNM,32.33,-104.27,1004,99999
Clovis,NM,KCVN,34.43,-103.08,1284,99999
Clovis Cannon AFB,NM,KCVS,34.38,-103.32,1309,99999
Deming,NM,KDMN,32.27,-107.72,1313,99999
Chama,NM,KE33,36.90,-106.58,2393,99999
Farmington,NM,KFMN,36.75,-108.23,1677,99999
Grants-Milan,NM,KGNT,35.17,-107.90,1987,99999
Gallup,NM,KGUP,35.52,-108.78,1972,99999
Holloman AFB,NM,KHMN,32.85,-106.10,1248,74732
Hobbs,NM,KHOB,32.68,-103.22,1115,99999
Los Alamos,NM,KLAM,35.88,-106.28,2179,99999
Las Cruces,NM,KLRU,32.28,-106.92,1358,99999
Las Vegas,NM,KLVS,35.65,-105.15,2095,99999
Roswell,NM,KROW,33.30,-104.53,1118,72268
Santa Fe,NM,KSAF,35.62,-106.08,1934,99999
Taos,NM,KSKX,36.45,-105.67,2161,99999
Ruidoso,NM,KSRR,33.47,-105.53,2076,99999
Silver City,NM,KSVC,32.63,-108.15,1659,72272
Tucumcari,NM,KTCC,35.18,-103.60,1239,99999
Truth Or Consequences,NM,KTCS,33.23,-107.27,1481,72271
Clines Corner,NM,KCQC,35.00,-105.66,2160,99999
Raton,NM,KRTN,36.74,-104.66,1939,99999
Wildhorse Resevoir,NV,KAWH,41.67,-115.78,1902,99999
Battle Mountain,NV,KB23,40.60,-116.87,1381,99999
Mercury,NV,KDRA,36.62,-116.02,1009,72387
Elko,NV,KEKO,40.83,-115.78,1565,99999
Ely,NV,KELY,39.28,-114.85,1909,72486
Hawthorne,NV,KHTH,38.55,-118.63,1285,99999
North Las Vegas,NV,KVGT,36.21,-115.19,671,99999
Las Vegas,NV,KLAS,36.08,-115.17,664,72386
Lovelock,NV,KLOL,40.07,-118.57,1190,99999
Nellis AFB,NV,KLSV,36.23,-115.03,570,99999
Fallon NAS,NV,KNFL,39.42,-118.70,1199,99999
Caliente,NV,KP38,37.62,-114.52,1335,72487
Eureka,NV,KP68,39.52,-115.97,1993,99999
Reno,NV,KRNO,39.50,-119.78,1341,72488
Tonopah,NV,KTPH,38.05,-117.08,1654,99999
Austin,NV,KU31,39.50,-117.08,2014,99999
Winnemucca,NV,KWMC,40.90,-117.80,1315,72583
Wells,NV,K9BB,41.11,-114.97,1723,99999
Central Park,NY,KNYC,40.77,-73.98,27,99999
Dansville,NY,KDSV,42.57,-77.71,201,99999
Wellsville,NY,KELZ,42.11,-77.99,647,99999
Westhampton Beach,NY,KFOK,40.85,-72.62,33,99999
Shirley,NY,KHWV,40.82,-72.87,21,99999
Albany,NY,KALB,42.75,-73.80,89,72518
Penn Yan,NY,KPEO,42.63,-77.05,298,99999
Watertown,NY,KART,44.00,-76.02,99,99999
Binghamton,NY,KBGM,42.22,-75.98,497,72515
Buffalo,NY,KBUF,42.93,-78.73,215,72528
Dunkirk,NY,KDKK,42.50,-79.28,203,99999
Elmira,NY,KELM,42.17,-76.90,291,99999
Farmingdale,NY,KFRG,40.73,-73.42,25,99999
Glens Falls,NY,KGFL,43.33,-73.62,100,99999
Fort Drum,NY,KGTB,44.05,-75.73,207,74370
White Plains,NY,KHPN,41.07,-73.70,134,99999
East Hampton,NY,KHTO,40.97,-72.25,55,99999
Niagara Falls,NY,KIAG,43.10,-78.95,180,99999
Islip,NY,KISP,40.80,-73.10,30,99999
Ithaca,NY,KITH,42.48,-76.45,335,99999
New York JFK,NY,KJFK,40.65,-73.78,7,74486
Fulton,NY,KFZY,43.35,-76.39,145,99999
Jamestown,NY,KJHW,42.15,-79.27,525,99999
Montgomery,NY,KMGJ,41.51,-74.26,111,99999
New York,NY,KLGA,40.77,-73.90,9,72503
Massena,NY,KMSS,44.93,-74.85,65,99999
Monticello,NY,KMSV,41.70,-74.80,428,99999
Ogdensburg,NY,KOGS,44.68,-75.47,91,99999
Plattsburgh,NY,KPLB,44.69,-73.52,74,99999
Poughkeepsie,NY,KPOU,41.63,-73.88,51,99999
Rochester,NY,KROC,43.12,-77.67,169,72529
Schenectady,NY,KSCH,42.85,-73.93,115,99999
Saranac Lake,NY,KSLK,44.38,-74.20,507,99999
Newburgh,NY,KSWF,41.50,-74.10,150,99999
Syracuse,NY,KSYR,43.12,-76.12,124,72519
Utica,NY,KUCA,43.15,-75.38,226,99999
Montauk,NY,KMTP,41.07,-71.92,2,99999
Akron,OH,KAKR,41.04,-81.47,325,99999
Bolton Field,OH,KTZR,39.90,-83.14,276,99999
New Philadelphia,OH,KPHD,40.47,-81.42,273,99999
Hamilton,OH,KHAO,39.36,-84.52,193,99999
Wooster,OH,KBJJ,40.87,-81.89,344,99999
Cleveland Burke,OH,KBKL,41.52,-81.68,178,99999
Akron Canton,OH,KCAK,40.92,-81.43,377,72521
Cleveland Cuyahoga,OH,KCGF,41.57,-81.48,268,99999
Cleveland,OH,KCLE,41.42,-81.87,245,72524
Columbus,OH,KCMH,40.00,-82.88,249,72428
Dayton,OH,KDAY,39.90,-84.20,306,72429
Dayton Wright,OH,KMGY,39.59,-84.22,293,72429
Defiance,OH,KDFI,41.33,-84.42,216,99999
Lorain,OH,KLPR,41.34,-82.17,242,99999
Findlay,OH,KFDY,41.02,-83.67,247,99999
Lima,OH,KAOH,40.71,-84.03,297,99999
Marion,OH,KMNN,40.62,-83.06,303,99999
Wright-Patt AFB,OH,KFFO,39.83,-84.05,251,74570
Rickenbacker,OH,KLCK,39.82,-82.93,227,99999
Lancaster,OH,KLHQ,39.75,-82.67,260,99999
Cincinnati,OH,KLUK,39.10,-84.42,147,99999
Mansfield,OH,KMFD,40.82,-82.52,395,99999
Ohio State University,OH,KOSU,40.08,-83.07,276,99999
Toledo,OH,KTOL,41.60,-83.80,211,72536
Toledo Metcalf,OH,KTDZ,41.56,-83.48,190,99999
Youngstown,OH,KYNG,41.27,-80.67,361,72525
Wilmington,OH,KILN,39.43,-83.79,328,99999
Zanesville,OH,KZZV,39.95,-81.90,274,99999
Newark Heath,OH,KVTA,40.02,-82.46,269,99999
Ashtabula,OH,KHZY,41.78,-80.70,278,99999
Poteau,OK,KRKR,35.02,-94.62,138,99999
Alva,OK,KAVK,36.77,-98.67,449,99999
Grove,OK,KGMJ,36.61,-94.74,254,99999
Ada,OK,KADH,34.80,-96.67,310,99999
Pauls Valley,OK,KPVJ,34.72,-97.22,295,99999
Guyman,OK,KGUY,36.68,-101.51,948,99999
Ardmore,OK,KADM,34.30,-97.02,232,99999
Ardmore Downtown,OK,K1F0,34.15,-97.12,257,99999
Bartlesville,OK,KBVO,36.77,-96.02,218,99999
Clinton-Sherman,OK,KCSM,35.33,-99.20,586,99999
Enid Vance AFB,OK,KEND,36.33,-97.92,398,99999
Fort Sill,OK,KFSI,34.65,-98.40,362,72355
Gage,OK,KGAG,36.30,-99.77,678,99999
Hobart,OK,KHBR,34.98,-99.05,477,99999
Lawton,OK,KLAW,34.57,-98.42,338,99999
Altus AFB,OK,KLTS,34.67,-99.27,420,72352
Guthrie,OK,KGOK,35.85,-97.42,325,99999
McAlester,OK,KMLC,34.88,-95.78,235,99999
Muskogee,OK,KMKO,35.65,-95.37,186,99999
Oklahoma City,OK,KOKC,35.40,-97.60,397,72353
Ponca City,OK,KPNC,36.73,-97.10,307,99999
Oklahoma City Wiley Post,OK,KPWA,35.53,-97.65,396,99999
Stillwater,OK,KSWO,36.17,-97.08,300,99999
Tinker AFB,OK,KTIK,35.42,-97.38,394,72354
Tulsa,OK,KTUL,36.20,-95.90,206,72356
Tulsa Jones,OK,KRVS,36.04,-95.98,194,99999
Enid,OK,KWDG,36.38,-97.78,356,99999
Frederick,OK,KFDR,34.34,-98.98,377,99999
Aurora,OR,KUAO,45.25,-122.77,60,99999
Brookings,OR,K4BK,42.05,-124.28,24,99999
John Day State,OR,K5J0,44.40,-118.97,1127,99999
Astoria,OR,KAST,46.15,-123.88,7,72791
Baker,OR,KBKE,44.83,-117.82,1027,99999
Burns,OR,KBNO,43.58,-118.95,1271,72683
Corvallis,OR,KCVO,44.50,-123.28,75,99999
Cascade Locks,OR,KCZK,45.67,-121.88,46,99999
The Dalles,OR,KDLS,45.62,-121.17,74,99999
Eugene,OR,KEUG,44.12,-123.22,114,72693
Portland Hillsboro,OR,KHIO,45.53,-122.95,62,99999
Newport,OR,KJNW,44.58,-124.07,48,99999
Newport Airport,OR,KONP,44.58,-124.05,48,72695
La Grande,OR,KLGD,45.28,-118.00,827,99999
Lakeview AWS,OR,KLKV,42.17,-120.40,1441,99999
Klamath Falls,OR,KLMT,42.15,-121.73,1247,99999
McMinnville,OR,KMMV,45.19,-123.14,49,99999
Meacham,OR,KMEH,45.52,-118.40,1236,99999
Medford,OR,KMFR,42.37,-122.87,405,72597
Ontario,OR,KONO,44.02,-117.02,668,99999
North Bend,OR,KOTH,43.42,-124.25,4,99999
Pendleton,OR,KPDT,45.68,-118.85,456,72688
Portland,OR,KPDX,45.60,-122.60,12,72698
Pacific City,OR,KPFC,45.20,-123.97,2,99999
Roseburg,OR,KRBG,43.23,-123.35,160,99999
Redmond,OR,KRDM,44.25,-121.15,938,99999
Rome,OR,KREO,42.58,-117.89,1235,99999
Tillamook,OR,KS47,45.42,-123.82,11,99999
Salem,OR,KSLE,44.92,-123.00,61,72694
Scappoose,OR,KSPB,45.77,-122.86,48,99999
Sexton Summit,OR,KSXT,42.62,-123.37,1171,99999
Portland Troutdale,OR,KTTD,45.55,-122.40,11,99999
Hermiston,OR,KHRI,45.93,-119.26,195,99999
Doylestown,PA,KDYL,40.33,-75.12,120,99999
Pottstown,PA,KPTW,40.24,-75.56,92,99999
Mt. Pocono,PA,KMPO,41.14,-75.38,577,99999
Allentown,PA,KABE,40.65,-75.43,117,72517
Selinsgrove,PA,KSEG,40.82,-76.86,137,99999
Washington,PA,KAFJ,40.13,-80.28,361,99999
Pittsburgh Allegheny Co.,PA,KAGC,40.35,-79.93,382,99999
Altoona,PA,KAOO,40.30,-78.32,458,99999
Avoca,PA,KAVP,41.33,-75.73,289,72513
Bradford,PA,KBFD,41.80,-78.63,653,99999
Butler,PA,KBTP,40.78,-79.95,380,99999
Beaver Falls,PA,KBVI,40.77,-80.40,382,99999
Harrisburg,PA,KCXY,40.22,-76.85,106,99999
Du Bois,PA,KDUJ,41.18,-78.90,554,99999
Erie,PA,KERI,42.08,-80.18,225,72526
Franklin,PA,KFKL,41.38,-79.87,469,99999
Williamsport,PA,KIPT,41.25,-76.92,160,72514
Indiana,PA,KIDI,40.63,-79.10,428,99999
Johnstown,PA,KJST,40.32,-78.83,696,99999
Meadville,PA,KGKJ,41.63,-80.21,427,99999
Latrobe,PA,KLBE,40.28,-79.40,361,99999
Lancaster,PA,KLNS,40.12,-76.30,123,99999
Middletown,PA,KMDT,40.20,-76.77,94,99999
Fort Indiantown Gap,PA,KMUI,40.43,-76.57,149,99999
Willow Grove,PA,KNXX,40.20,-75.15,110,99999
Philadelphia,PA,KPHL,39.88,-75.25,9,72408
Pittsburgh,PA,KPIT,40.50,-80.22,373,72520
Northeast Philadelphia,PA,KPNE,40.08,-75.02,37,99999
Reading,PA,KRDG,40.38,-75.97,105,99999
York,PA,KTHV,39.92,-76.87,146,99999
State College,PA,KUNV,40.85,-77.85,378,99999
Clearfield,PA,KFIG,41.05,-78.41,488,99999
Westerly,RI,KWST,41.35,-71.80,25,99999
Block Island,RI,KBID,41.17,-71.58,33,99999
N. Kingstown,RI,KOQU,41.60,-71.42,6,99999
Providence,RI,KPVD,41.73,-71.43,19,72507
Pawtucket,RI,KSFZ,41.92,-71.50,134,99999
Newport,RI,KUUU,41.45,-71.30,6,99999
Greenwood,SC,KGRD,34.25,-82.16,192,99999
Darlington,SC,KUDG,34.45,-79.88,59,99999
Clemson,SC,KCEU,34.67,-82.89,272,99999
Anderson,SC,KAND,34.50,-82.72,238,99999
Columbia,SC,KCAE,33.95,-81.12,69,72310
Charleston,SC,KCHS,32.90,-80.03,15,72208
North Myrtle Beach,SC,KCRE,33.82,-78.72,10,99999
Florence,SC,KFLO,34.18,-79.72,45,99999
Greenville Downtown,SC,KGMU,34.85,-82.35,319,99999
Greenville,SC,KGSP,34.90,-82.22,296,72312
Eastover,SC,KMMT,33.92,-80.80,77,99999
Columbia Owens,SC,KCUB,33.97,-80.99,56,99999
Myrtle Beach,SC,KMYR,33.68,-78.93,8,74791
Beaufort MCAS,SC,KNBC,32.48,-80.72,12,99999
Shaw AFB,SC,KSSC,33.97,-80.47,74,74790
Orangeburg,SC,KOGB,33.46,-80.86,60,99999
Rock Hill,SC,KUZA,34.98,-81.06,221,99999
Pine Ridge,SD,KIEN,43.02,-102.51,1015,99999
Custer,SD,KCUT,43.73,-103.62,1707,99999
Buffalo,SD,K2WX,45.57,-103.52,881,99999
Chamberlain,SD,K9V9,43.80,-99.32,530,72653
Aberdeen,SD,KABR,45.45,-98.43,396,72659
Faith,SD,KD07,45.04,-102.02,787,99999
Watertown,SD,KATY,44.92,-97.15,533,99999
Brookings,SD,KBKX,44.30,-96.82,502,99999
Belle Fourche,SD,KEFC,44.73,-103.87,82,99999
Sioux Falls,SD,KFSD,43.58,-96.73,435,72651
Huron,SD,KHON,44.38,-98.22,393,72654
Mitchell,SD,KMHE,43.77,-98.03,397,99999
Mobridge,SD,KMBG,45.54,-100.41,510,99999
Philip,SD,KPHP,44.05,-101.60,673,99999
Pierre,SD,KPIR,44.38,-100.28,531,99999
Rapid City,SD,KRAP,44.05,-103.07,966,72662
Ellsworth AFB,SD,KRCA,44.15,-103.10,978,99999
Lemmon,SD,KY22,45.93,-102.17,781,99999
Yankton,SD,KYKN,42.92,-97.38,398,99999
Winner,SD,KSFD,43.40,-99.80,622,99999
Sisseton,SD,K8D3,45.67,-96.99,354,99999
Somerville,TN,KFYE,35.21,-89.39,133,99999
Huntingdon,TN,KHZD,36.09,-88.46,151,99999
Paris,TN,KPHT,36.34,-88.38,177,99999
Selmer,TN,KSZY,35.20,-88.50,186,99999
Union City,TN,KUCY,36.38,-88.99,104,99999
Covington,TN,KM04,35.58,-89.59,85,99999
Bolivar,TN,KM08,35.21,-89.04,152,99999
Lexington,TN,KM52,35.65,-88.38,157,99999
Savannah,TN,KSNH,35.17,-88.22,144,99999
Nashville,TN,KBNA,36.12,-86.68,180,72327
Chattanooga,TN,KCHA,35.03,-85.20,210,72324
Crossville,TN,KCSV,35.95,-85.08,573,99999
Dyersburg,TN,KDYR,36.00,-89.40,103,99999
Memphis,TN,KMEM,35.05,-90.00,87,72334
Jackson,TN,KMKL,35.60,-88.92,132,99999
Smyrna,TN,KMQY,36.02,-86.52,166,99999
Millington,TN,KNQA,35.35,-89.87,98,99999
Tri-Cities,TN,KTRI,36.48,-82.40,463,99999
Knoxville,TN,KTYS,35.82,-83.98,299,72326
Oak Ridge,TN,KOQT,36.02,-84.23,277,99999
Brenham,TX,K11R,30.22,-96.37,94,99999
Grand Prarie,TX,KGPM,32.70,-97.05,180,99999
Dryden,TX,K6R6,30.05,-102.21,708,99999
McKinney,TX,KTKI,33.18,-96.59,179,99999
Arlington,TX,KGKY,32.66,-97.09,192,99999
Corsicana,TX,KCRS,32.03,-96.40,137,99999
Terrell,TX,KTRL,32.71,-96.27,145,99999
New Braunfels,TX,KBAZ,29.70,-98.20,9999,99999
Abilene,TX,KABI,32.42,-99.68,546,72266
Waco,TX,KACT,31.62,-97.22,155,72256
Dallas Addison,TX,KADS,32.97,-96.83,196,99999
Fort Worth Alliance,TX,KAFW,32.98,-97.32,220,99999
Alice,TX,KALI,27.73,-98.03,54,99999
Amarillo,TX,KAMA,35.23,-101.70,1099,72363
Austin,TX,KATT,30.30,-97.70,189,99999
Austin Bergstrom,TX,KAUS,30.19,-97.67,165,72254
Borger,TX,KBGD,35.70,-101.40,9999,99999
Beaumont,TX,KBPT,29.95,-94.02,7,72241
Brownsville,TX,KBRO,25.90,-97.43,6,72250
Burnet,TX,KBMQ,30.74,-98.24,391,99999
Childress,TX,KCDS,34.43,-100.28,595,99999
College Station,TX,KCLL,30.58,-96.37,98,99999
Cotulla,TX,KCOT,28.45,-99.22,144,99999
Corpus Christi,TX,KCRP,27.77,-97.50,13,72251
Conroe,TX,KCXO,30.36,-95.41,75,99999
Dallas Love,TX,KDAL,32.85,-96.85,148,99999
Dallas/Ft Worth,TX,KDFW,32.90,-97.03,182,72259
Dalhart,TX,KDHT,36.02,-102.55,1216,99999
Del Rio Laughlin AFB,TX,KDLF,29.37,-100.78,330,99999
Del Rio,TX,KDRT,29.37,-100.92,307,72261
Denton,TX,KDTO,33.20,-97.18,197,99999
Georgetown,TX,KGTU,30.68,-97.68,240,99999
Houston Hooks,TX,KDWH,30.07,-95.55,46,99999
Houston Clover,TX,KLVJ,29.52,-95.24,13,99999
Abilene Dyess,TX,KDYS,32.43,-99.85,545,69019
Ellington Field,TX,KEFD,29.60,-95.17,10,99999
El Paso,TX,KELP,31.80,-106.40,1194,72270
Sherman-Denison,TX,KF39,33.72,-96.67,228,99999
Fort Stockton,TX,KFST,30.90,-102.90,9999,99999
Fort Worth,TX,KFTW,32.82,-97.37,216,99999
Guadalupe Pass,TX,KGDP,31.83,-104.80,1662,72262
Longview,TX,KGGG,32.35,-94.65,124,72247
Galveston,TX,KGLS,29.30,-94.80,16,72242
Fort Hood,TX,KGRK,31.07,-97.83,309,99999
Greenville,TX,KGVT,33.07,-96.07,163,99999
Hondo,TX,KHDO,29.35,-99.18,283,99999
Killeen/Ft Hood,TX,KHLR,31.15,-97.72,283,72257
Houston,TX,KHOU,29.65,-95.28,14,99999
Harlingen,TX,KHRL,26.23,-97.65,11,99999
Houston Intercontinental,TX,KIAH,29.97,-95.35,33,72243
Killeen,TX,KILE,31.08,-97.68,258,99999
Wink,TX,KINK,31.78,-103.20,859,99999
Junction,TX,KJCT,30.50,-99.77,522,74740
Lubbock,TX,KLBB,33.65,-101.82,988,72267
Angleton,TX,KLBX,29.12,-95.47,8,99999
Lufkin,TX,KLFK,31.23,-94.75,88,99999
Laredo,TX,KLRD,27.55,-99.47,155,72252
Midland,TX,KMAF,31.95,-102.18,872,72265
McAllen,TX,KMFE,26.18,-98.23,33,99999
Marfa,TX,KMRF,30.37,-104.02,1481,72264
Mineral Wells,TX,KMWL,32.78,-98.07,296,99999
Fort Worth NAS,TX,KNFW,32.77,-97.45,198,99999
Corpus Chr NAS,TX,KNGP,27.70,-97.28,6,99999
Kingsville NAS,TX,KNQI,27.50,-97.82,15,99999
Nacogdoches,TX,KOCH,31.58,-94.72,108,99999
Paris,TX,KPRX,33.63,-95.45,167,99999
Palacios,TX,KPSX,28.73,-96.25,5,99999
McGregor,TX,KPWG,31.48,-97.32,180,99999
Dallas Redbird,TX,KRBD,32.68,-96.87,201,99999
Rockport,TX,KRKP,28.08,-97.05,8,99999
Randolph AFB,TX,KRND,29.53,-98.28,232,99999
Sabine Pass,TX,KRPE,29.70,-93.95,3,99999
San Antonio,TX,KSAT,29.53,-98.47,242,72253
San Marcos,TX,KHYI,29.89,-97.86,182,99999
Stephenville,TX,KSEP,32.22,-98.18,402,72260
Houston Hull,TX,KSGR,29.62,-95.65,2,99999
San Angelo,TX,KSJT,31.37,-100.50,582,72263
Kelly AFB,TX,KSKF,29.38,-98.58,210,99999
Wichita Falls,TX,KSPS,33.98,-98.50,314,72351
San Antonio Stinson,TX,KSSF,29.33,-98.47,176,99999
Temple,TX,KTPL,31.15,-97.40,208,99999
Tyler,TX,KTYR,32.35,-95.40,166,99999
Huntsville,TX,KUTS,30.75,-95.99,144,99999
Victoria,TX,KVCT,28.85,-96.92,36,72255
Odessa,TX,KODO,31.92,-102.39,902,99999
Port Isabel,TX,KPIL,26.16,-,97.33,5
Blanding,UT,K4BL,37.62,-109.47,1840,99999
Hanksville,UT,K4HV,38.37,-110.72,1314,99999
Bryce Canyon,UT,KBCE,37.70,-112.15,2312,99999
Cedar City,UT,KCDC,37.70,-113.10,1714,99999
Wendover,UT,KENV,40.73,-114.03,1292,72581
Ogden Hill AFB,UT,KHIF,41.12,-111.97,1459,99999
Logan,UT,KLGU,41.78,-111.85,1358,99999
Milford,UT,KMLF,38.43,-113.01,1536,99999
Moab Airport,UT,KCNY,38.76,-109.75,1388,99999
Ogden,UT,KOGD,41.20,-112.02,1362,72575
Price,UT,KPUC,39.62,-110.75,1799,72470
Provo,UT,KPVU,40.22,-111.72,1369,99999
St. George,UT,KSGU,37.08,-113.60,896,99999
Salt Lake City,UT,KSLC,40.78,-111.97,1288,72572
Delta,UT,KU24,39.33,-112.58,1414,99999
Green River,UT,KU28,39.00,-110.17,1241,99999
Vernal,UT,KVEL,40.43,-109.52,1608,99999
Louisa,VA,KLKU,38.01,-77.97,150,99999
Orange,VA,KOMH,38.25,-78.05,142,99999
Chesapeake,VA,KCPK,36.66,-76.32,6,99999
Culpeper,VA,KCJR,38.53,-77.86,95,99999
Fredericksburg,VA,KEZF,38.27,-77.45,26,99999
Leesburg,VA,KJYO,39.08,-77.56,119,99999
Melfa,VA,KMFV,37.65,-75.76,15,99999
Marion,VA,KMKJ,36.89,-81.35,780,99999
Abingdon,VA,KVJI,36.69,-82.03,636,99999
Dublin,VA,KPSK,37.14,-80.68,642,99999
Martinsville,VA,KMTV,36.63,-80.01,287,99999
Blacksburg,VA,KBCB,37.21,-80.41,650,99999
Charlottesville,VA,KCHO,38.13,-78.45,195,99999
Fort Belvoir,VA,KDAA,38.72,-77.18,21,99999
Danville,VA,KDAN,36.57,-79.33,174,99999
Washington,DC,KDCA,38.85,-77.03,20,72405
Fort Eustis,VA,KFAF,37.13,-76.62,4,99999
Manassas,VA,KHEF,38.72,-77.52,59,99999
Hot Springs,VA,KHSP,37.95,-79.83,1156,99999
Dulles Airport,VA,KIAD,38.95,-77.45,98,72403
Langley AFB,VA,KLFI,37.08,-76.37,3,74598
Galax,VA,KHLX,36.77,-80.82,821,99999
Wise,VA,KLNP,36.98,-82.53,817,99999
Lynchburg,VA,KLYH,37.33,-79.20,286,72410
Norfolk NAS,VA,KNGU,36.93,-76.28,5,99999
Oceana NAS,VA,KNTU,36.82,-76.03,7,99999
Quantico,VA,KNYG,38.50,-77.30,4,99999
Richmond Hanover County,VA,KOFP,37.70,-77.43,63,99999
Norfolk,VA,KORF,36.90,-76.20,9,72308
Newport News,VA,KPHF,37.13,-76.50,13,99999
Petersburg,VA,KPTB,37.18,-77.51,59,99999
Richmond,VA,KRIC,37.50,-77.33,54,72401
Roanoke,VA,KROA,37.32,-79.97,358,72411
Franklin,VA,KFKN,36.70,-76.90,12,99999
Farmville,VA,KFVX,37.36,-78.44,125,99999
Winchester,VA,KOKV,39.14,-78.14,221,99999
South Hill,VA,KAVC,36.69,-78.05,134,99999
Staunton,VA,KSHD,38.27,-78.90,366,99999
Suffolk,VA,KSFQ,36.68,-76.60,22,99999
Wakefield,VA,KAKQ,36.99,-77.00,34,99999
Wallops Island,VA,KWAL,37.85,-75.48,3,72402
St. Johnsbury,VT,K1V4,44.42,-72.02,217,72614
Burlington,VT,KBTV,44.47,-73.15,104,72617
Montpelier,VT,KMPV,44.20,-72.57,355,99999
Morrisville,VT,KMVL,44.50,-72.62,234,99999
Rutland State,VT,KRUT,43.53,-72.95,240,99999
Springfield,VT,KVSF,43.35,-72.52,176,99999
Bennington,VT,KDDH,42.89,-73.25,244,99999
Deer Park,WA,KDEW,47.97,-117.43,668,99999
Walla Walla,WA,KALW,46.10,-118.28,367,72788
Arlington,WA,KAWO,48.17,-122.16,41,99999
Seattle Boeing,WA,KBFI,47.53,-122.30,5,99999
Colville,WA,KCQV,48.55,-117.88,572,99999
Bellingham,WA,KBLI,48.80,-122.53,48,99999
Port Angeles,WA,KCLM,48.12,-123.50,88,99999
Wenatchee,WA,KEAT,47.40,-120.20,379,99999
Ellensburg,WA,KELN,47.03,-120.53,538,99999
Ephrata,WA,KEPH,47.30,-119.52,388,99999
Friday Harbor,WA,KFHR,48.52,-123.02,33,99999
Spokane,WA,KGEG,47.63,-117.53,721,72785
Fort Lewis,WA,KGRF,47.08,-122.58,92,74207
Hanford,WA,KHMS,46.57,-119.60,223,72784
Hoquiam,WA,KHQM,46.97,-123.93,4,99999
Omak,WA,KOMK,48.46,-119.52,396,99999
Kelso-Longview,WA,KKLS,46.12,-122.90,5,99999
Moses Lake,WA,KMWH,47.20,-119.32,361,99999
Whidbey Island,WA,KNUW,48.35,-122.65,14,69023
Olympia,WA,KOLM,46.97,-122.90,61,72792
Everett,WA,KPAE,47.90,-122.28,185,99999
Pasco,WA,KPSC,46.27,-119.12,124,99999
Pullman,WA,KPUW,46.75,-117.12,778,99999
Bremerton,WA,KPWT,47.50,-122.75,147,99999
Renton,WA,KRNT,47.50,-122.22,9,99999
Seattle,WA,KSEA,47.45,-122.30,137,72793
Spokane Felts,WA,KSFF,47.68,-117.32,595,99999
Shelton,WA,KSHN,47.23,-123.15,85,99999
Spokane Fairchild,WA,KSKA,47.62,-117.65,750,99999
Stampede Pass,WA,KSMP,47.28,-121.33,1209,99999
