Country,City,Name,screen_name,posts,followers
United Kingdom,Islington,Islington Gazette,islingtongztte,11514,15381
United Kingdom,Streatham,South London Press,SthLondonPress,8492,24680
United Kingdom,Streatham,Streatham Guardian,streathamnews,6456,4358
United Kingdom,London,Albanian,AlbanianMFA,7728,17928
United Kingdom,London,City A.M.,CityAM,96973,47354
United Kingdom,London,Daily Express,Daily_Express,365874,666962
United Kingdom,London,Daily Star,Daily_Star,298481,172198
United Kingdom,London,Financial Times,FinancialTimes,197950,5784198
United Kingdom,London,Journey,JourneyOfficial,1639,214162
United Kingdom,London,Londonist,Londonist,70022,1243267
United Kingdom,London,Mauritius News,mauritiusnow,5319,3026
United Kingdom,London,People,people,172460,7803683
United Kingdom,London,Radio London,BBCRadioLondon,34568,50435
United Kingdom,London,Socialist Worker,socialistworker,10781,29456
United Kingdom,London,Sunday Times,SundayTimesZA,69787,289105
United Kingdom,London,Telegraph,Telegraph,295027,2186000
United Kingdom,Newham,Newham Recorder,NewhamRecorder,15672,8487
United Kingdom,Ilford,Ilford Recorder,IlfordRecorder,19494,8307
United Kingdom,Bermondsey,Southwark News,Southwark_News,31109,18021
United Kingdom,Blackwall,East London Advertiser,ELAdvertiser,8832,7411
United Kingdom,Canary Wharf,Wharf,thewharfnews,23377,10500
United Kingdom,Putney,Putney SW15,PutneySocial,10219,3907
United Kingdom,Wandsworth,Wandsworth Guardian,wandsworthnews,14410,11239
United Kingdom,Newton Aycliffe,Newton News,NewtonNews1,7440,1422
United Kingdom,Darlington,Northern Echo,TheNorthernEcho,43948,53037
United Kingdom,Hartlepool,Hartlepool Mail,HPoolMail,37446,10149
United Kingdom,Newcastle upon Tyne,Sunday Sun,SundaySunSA,11585,41410
United Kingdom,Berwick upon Tweed,Berwick Advertiser,BAdvertiser,15172,4084
United Kingdom,Berwick upon Tweed,Berwickshire News,theberwickshire,10079,2626
United Kingdom,Blyth,News Post Leader,newspostleader,14711,4400
United Kingdom,Hexham,Hexham Courant,hexhamcourant,8267,7624
United Kingdom,Morpeth,Morpeth Herald,Morpeth_Herald,19006,4849
United Kingdom,South Shields,Shields Gazette,shieldsgazette,39909,11962
United Kingdom,Sunderland,Sunderland Echo,SunderlandEcho,59320,45136
United Kingdom,Armagh,Ulster Gazette,ulstergazette,3851,3354
United Kingdom,Ballymena,Ballymena Times,Ballymena_Times,13473,4610
United Kingdom,Ballymoney,Ballymoney and Moyle Times,BMoney_Times,15807,2014
United Kingdom,Banbridge,Banbridge Leader,banleader,10644,3722
United Kingdom,Dromore,Dromore Leader,droleader,2958,418
United Kingdom,Belfast,Belfast Daily,Belfast_Daily,12042,2714
United Kingdom,Belfast,Farming Life,FarmingLifeNI,29156,7137
United Kingdom,Belfast,Irish News,irish_news,51828,64319
United Kingdom,Belfast,News Letter,News_Letter,68514,34734
United Kingdom,Belfast,UTV,utv,99523,150617
United Kingdom,Belfast (North),North Belfast News,NorthBelfastNew,3133,3739
United Kingdom,Belfast (South),South Belfast News,PSNIBelfastS,2019,3409
United Kingdom,Carrickfergus,Carrick Gazette,CarrGaz,3906,789
United Kingdom,Coleraine,Coleraine Times,Coleraine_Times,9392,4460
United Kingdom,Cookstown,Mid Ulster Mail,MidUMail,24212,5316
United Kingdom,Cookstown,Tyrone Courier,TyroneCourier1,896,1730
United Kingdom,Lurgan,Lurgan Mail,LurganMailnews,9217,5214
United Kingdom,Portadown,Portadown Times,PortadownTimes1,11691,4921
United Kingdom,Londonderry,Londonderry Sentinel,L_Sentinel,14307,4028
United Kingdom,Newcastle,Mourne Observer,MourneObserver,631,2111
United Kingdom,Dungannon,Tyrone Times,TyroneTimes,13059,5044
United Kingdom,Enniskillen,Fermanagh Herald,Ferm_Herald,12410,8796
United Kingdom,Enniskillen,Impartial Reporter,impartialrep,32755,11077
United Kingdom,Larne,Larne Times,Larne_Times,7216,3331
United Kingdom,Lisburn,Ulster Star,LisburnStar,12253,4865
United Kingdom,Newry,Newry Democrat,NewryDemo,2092,3029
United Kingdom,Newry,Newry Reporter,newryreporter,4175,5860
United Kingdom,Bangor,County Down Spectator,codownspectator,1294,2297
United Kingdom,Omagh,Tyrone Constitution,tyrone_con,755,694
United Kingdom,Omagh,Ulster Herald,Ulster_Herald,15063,6783
United Kingdom,Strabane,Strabane Chronicle,Strab_Chronicle,7866,2964
United Kingdom,Blackburn,Lancashire Telegraph,lancstelegraph,58410,80386
United Kingdom,Bolton,Bolton News,TheBoltonNews,49421,28105
United Kingdom,Bury,Bury Times,BuryTimes,23450,13327
United Kingdom,Crewe,Crewe Chronicle,CreweChronicle,7494,9080
United Kingdom,Crewe,Crewe Guardian,Crewe_Nantwich,6970,6645
United Kingdom,Knutsford,Knutsford Guardian,KnutsfordNews,17438,7799
United Kingdom,Macclesfield,Macclesfield Express,MaccExpress,4535,8385
United Kingdom,Chester,Chester Chronicle,ChesterChron,56804,49608
United Kingdom,Ellesmere Port,Ellesmere Port Standard,SWirralStandard,3169,1263
United Kingdom,Northwich,Northwich Guardian,NorthwichNews,16664,7820
United Kingdom,Warrington,Warrington Guardian,warringtonnews,42342,20129
United Kingdom,Winsford,Winsford Guardian,winsfordnews,6968,3423
United Kingdom,Carlisle,Cumbria Life,CumbriaLifeMag,2730,9447
United Kingdom,Whitehaven,Whitehaven News,WhitehavenNews,9150,7459
United Kingdom,Runcorn,Runcorn World,runcornworld,18269,10217
United Kingdom,Accrington,Accrington Observer,AccringtonNews,3693,4396
United Kingdom,Burnley,Burnley Express,BurnleyExpress,45869,12109
United Kingdom,Chorley,Chorley Citizen,chorleycitizen,6579,6565
United Kingdom,Colne,Colne Times,colnetimes,4249,3288
United Kingdom,Garstang,Garstang Courier,GarstangNews,4442,1734
United Kingdom,Lytham St. Annes,Lytham St. Annes Express,lsaexpress,6191,4136
United Kingdom,Morecambe,Morecambe Visitor,The_Visitor,22467,9370
United Kingdom,Nelson,Nelson Leader,nelson_leader,1158,1445
United Kingdom,Nelson,Pendle Today,pendlenews,29315,5535
United Kingdom,Preston,This is Lancashire,Bizlancashire,1340,2747
United Kingdom,Liverpool,Jewish Telegraph,JewishTelegraph,3235,3441
United Kingdom,Liverpool,Liverpool Echo,LivEchonews,152674,365276
United Kingdom,Manchester,Crain's Manchester Business,crainsbusiness,1698,2490
United Kingdom,Middleton,Middleton Guardian,middguardian,2521,1812
United Kingdom,Rochdale,Rochdale Observer,RochdaleNews,8587,8623
United Kingdom,Southport,Southport Reporter,SouthportReport,4565,3455
United Kingdom,St. Helens,St. Helens Reporter,sthelensreport,10323,7936
United Kingdom,St. Helens,St. Helens Star,sthelensstar,25715,15296
United Kingdom,Stockport,Stockport Express,stockportnews,10968,16663
United Kingdom,Sale,Messenger Newspapers,MessengerNews_,15385,8504
United Kingdom,Leigh,Leigh Journal,leighjournal,10877,5227
United Kingdom,Birkenhead,Wirral Globe,WIRRALGLOBENEWS,21033,17302
United Kingdom,Birkenhead,Wirral News,CapitalWIRNews,10406,1814
United Kingdom,Aberdeen,Aberdeen Citizen,one_citizen,45507,486
United Kingdom,Aberdeen,Aberdeen  Independent,AberdeenDining,3068,3843
United Kingdom,Aberdeen,Evening Express,EveningExpress,49394,26501
United Kingdom,Aberdeen,Press and Journal,pressjournal,58957,51176
United Kingdom,Banff,Banffshire Journal,BanffJournal,912,926
United Kingdom,Fraserburgh,Fraserburgh Herald,brochherald,2081,1499
United Kingdom,Peterhead,Buchan Observer,buchanienews,6284,1742
United Kingdom,Stonehaven,Mearns Leader,TheMearnsLeader,5789,1718
United Kingdom,Arbroath,Arbroath Herald,Arbroath_Herald,12189,4058
United Kingdom,Carnoustie,Guide and Gazette,GuideGazette,8695,1411
United Kingdom,Forfar,Forfar Dispatch,Forfar_Dispatch,5809,1747
United Kingdom,Montrose,Montrose Review,montrose_review,7317,1735
United Kingdom,Bowmore,Ileach,TheIleach,1416,1941
United Kingdom,Campbeltown,Campbeltown Courier,campbeltowncour,2078,1596
United Kingdom,Dunoon,Dunoon Observer,dunoonobserver,2443,2040
United Kingdom,Helensburgh,Helensburgh Advertiser,helensburghadv,6702,2089
United Kingdom,Oban,Oban Times,obantimes,7022,6577
United Kingdom,Rothesay,Buteman,the_buteman,11441,1861
United Kingdom,Castle Douglas,Galloway News,GallowayNews,2496,2003
United Kingdom,Newton Stewart,Galloway Gazette,gallgaz,1778,2072
United Kingdom,Dundee,Sunday Post,Sunday_Post,44430,19612
United Kingdom,Cumnock,Cumnock Chronicle,cumnockchron,8608,2708
United Kingdom,Kilmarnock,Kilmarnock Standard,KillieStandard,3371,5497
United Kingdom,Kirkintilloch,Kirkintilloch Herald,Kirky_Herald,3347,3270
United Kingdom,Barrhead,Barrhead News,barrheadnews,4923,2356
United Kingdom,Haddington,East Lothian Courier,elcourier,12909,8482
United Kingdom,Musselburgh,East Lothian News,LothianLoop,91143,6735
United Kingdom,Edinburgh,Edinburgh Post,EdinburghPost,2020,534
United Kingdom,Edinburgh,Evening News,CBSEveningNews,66332,262346
United Kingdom,Edinburgh,Scotland on Sunday,scotonsunday,8445,29166
United Kingdom,Edinburgh,Scotsman,TheScotsman,123916,132202
United Kingdom,Edinburgh,Student,Student,638,7377
United Kingdom,Falkirk,Falkirk Herald,falkirk_herald,9006,11092
United Kingdom,Cupar,Fife Herald,fifeherald,3731,2980
United Kingdom,Kircaldy,Fife Free Press,FifeFreePressEd,29724,5003
United Kingdom,Glenrothes,Glenrothes Gazette,GlenrothesGaz,5330,3114
United Kingdom,Leven,East Fife Mail,eastfifemail,5370,4285
United Kingdom,St. Andrews,St. Andrews Citizen,StAndrewsCit,7014,2723
United Kingdom,Glasgow,Evening Times,TheEveningTimes,103239,54344
United Kingdom,Glasgow,Sunday Mail,Sunday_Mail,6389,8562
United Kingdom,Rutherglen,Rutherglen Reformer,RuglenReformer,9598,2868
United Kingdom,Golspie,Northern Times,ndtimes,10517,1919
United Kingdom,Grantown on Spey,Strathspey and Badenoch Herald,StrathyHerald,4009,1885
United Kingdom,Inverness,Highland News,HighlandNews1,3193,781
United Kingdom,Inverness,Inverness Courier,InvCourier,10933,6430
United Kingdom,Greenock,Greenock Telegraph,greenocktele,33164,10227
United Kingdom,Elgin,Northern Scot,NScot,6699,4820
United Kingdom,Forres,Forres Gazette,Forres_Gazette,2651,2076
United Kingdom,Brodick,Arran Banner,arranbanner,1765,1516
United Kingdom,Irvine,Irvine Herald,Irvinesport,4183,1528
United Kingdom,Irvine,Irvine Times,irvinetimes,5516,3382
United Kingdom,Cumbernauld,Cumbernauld News,CumbernauldSNP,1968,1292
United Kingdom,Wishaw,Wishaw Press,WishawPress,6726,4464
United Kingdom,Kirkwall,Orcadian,The_Orcadian,10056,5280
United Kingdom,Lerwick,Shetland News,Shetnews,11424,5835
United Kingdom,Lerwick,Shetland Times,shetlandtimes,8413,6158
United Kingdom,Ayr,Ayr Advertiser,ayradvertiser,6861,4648
United Kingdom,Ayr,Ayrshire Post,ayrshirepost,6333,8782
United Kingdom,Carluke,Carluke Gazette,cl_gazette,5803,1410
United Kingdom,East Kilbride,East Kilbride News,EKilbrideNews,6750,3507
United Kingdom,Stirling,Stirling Observer,StirObserver,2415,3411
United Kingdom,Galashiels,Border Telegraph,bordertelegraph,8234,3709
United Kingdom,Hawick,Hawick News,hawickhighnews,2885,1893
United Kingdom,Peebles,Peeblesshire News,peeblesnews,6096,1807
United Kingdom,Selkirk,Southern Reporter,SReporter,14882,6111
United Kingdom,Clydebank,Clydebank Post,clydebankpost,8738,4474
United Kingdom,Dumbarton,Dumbarton and Vale of Leven,dumbartonreport,7876,2830
United Kingdom,Dumbarton,Lennox Herald,LennoxHerald,4365,2724
United Kingdom,Bathgate,West Lothian Courier,WestLothianCour,2479,3528
United Kingdom,Stornoway,Stornoway Gazette,Sygazette,8330,6491
United Kingdom,Bracknell,Bracknell News,bracknellnews,15679,7657
United Kingdom,Brighton,Argus,Argus_Joe,10352,1482
United Kingdom,Aylesbury,Bucks Herald,bucks_herald,29074,12626
United Kingdom,High Wycombe,Bucks Free Press,bucksfreepress,34734,17802
United Kingdom,Bexhill,Bexhill on Sea Observer,BexhillObs,18786,5083
United Kingdom,Eastbourne,Eastbourne Herald,Eastbournenews,32524,11407
United Kingdom,Hastings,Hastings and St. Leonards,HastingsObs,14934,10416
United Kingdom,Lewes,Sussex Express,sussex_express,24654,7956
United Kingdom,Andover,Andover Advertiser,AndoverAd,11080,3264
United Kingdom,Basingstoke,Basingstoke Gazette,BasGazette,30785,10343
United Kingdom,Basingstoke,Basingstoke Observer,BasingstokeNews,11677,4505
United Kingdom,Farnborough,Farnborough News and Mail,FarnboroughNews,4404,4678
United Kingdom,Winchester,Hampshire Chronicle,hantschronicle,11804,12348
United Kingdom,Ashford,Ashford Advertiser,AshfordNews,550,1267
United Kingdom,Larkfield,Kent Online,Kent_Online,69983,142298
United Kingdom,Sevenoaks,Sevenoaks Chronicle,7OaksChronicle,19013,7848
United Kingdom,Tunbridge Wells,Kent and Sussex Courier,KSCourier,35404,12898
United Kingdom,Bletchley,MK News,mknewskhi,30084,24093
United Kingdom,Bletchley,Milton Keynes Citizen,mk_citizen,39445,15221
United Kingdom,Banbury,Banbury Guardian,banburynews,26407,8929
United Kingdom,Henley on Thames,Henley Standard,henleystandard,7405,7349
United Kingdom,Oxford,Herald Series,TheHeraldSeries,5117,990
United Kingdom,Oxford,Oxford Mail,TheOxfordMail,72963,61681
United Kingdom,Oxford,Oxford Times,oxfordtimes,81637,28222
United Kingdom,Thame,Thame Gazette,thethamegazette,2488,1467
United Kingdom,Wallingford,Wallingford Herald,wallingfordhera,13363,1220
United Kingdom,Wantage,Wantage and Grove Herald,wantageherald,3839,628
United Kingdom,Witney,Witney Gazette,witneygazette,17158,3477
United Kingdom,Portsmouth,News,XHNews,91655,9909134
United Kingdom,Reading,Reading Chronicle,rdgchronicle,29781,47746
United Kingdom,Southampton,Southern Daily Echo,dailyecho,109509,81234
United Kingdom,Epsom,Epsom Guardian,epsomguardian,15133,6398
United Kingdom,Farnham,Farnham Herald,farnhamherald,3999,2385
United Kingdom,Guildford,Get Surrey,getsurrey,119191,137074
United Kingdom,Guildford,Surrey Advertiser,SurreyAd,3500,11590
United Kingdom,Reigate,Surrey Mirror,surreymirror,27198,18704
United Kingdom,Reigate,This Is Surrey Today,thisissurrey,3478,1462
United Kingdom,Newbury,Newbury Weekly News,NewburyToday,20182,10083
United Kingdom,Bognor Regis,Bognor Regis Observer,BogObserver,9323,4125
United Kingdom,Chichester,Chichester Observer,Chiobserver,39034,11363
United Kingdom,Crawley,Crawley Observer,Crawley_Obby,23642,6897
United Kingdom,Horsham,Mid Sussex Times,midsussex_times,19783,6045
United Kingdom,Littlehampton,West Sussex County Times,wscountytimes,30994,9400
United Kingdom,Midhurst,Littlehampton Gazette,LhamptonGazette,22953,4974
United Kingdom,Shoreham,Midhurst Observer,mid_pet_obs,12293,2273
United Kingdom,Worthing,Shoreham Herald,Shoreham_Herald,23883,5503
United Kingdom,Windsor,Royal Borough Observer,windsorobserver,22729,7264
United Kingdom,Windsor,Windsor Express,WindsorExpress,15782,4495
United Kingdom,Wokingham,Wokingham Times,getwokingham,32021,9907
United Kingdom,Bath,Bath Chronicle,BathChron,114961,37305
United Kingdom,Bristol,Western Daily Press,WesternDaily,30509,10846
United Kingdom,Newquay,Cornish Times,cornishtimes,1317,811
United Kingdom,Penzance,Cornish Guardian,CornishGuardian,25551,20767
United Kingdom,Truro,Cornishman,CornishmanPaper,17487,14082
United Kingdom,Barnstaple,North Devon Gazette,ndgazette,16019,10137
United Kingdom,Barnstaple,North Devon Journal,NorthDevonSport,22115,3136
United Kingdom,Exeter,Express and Echo,ExpressandEcho,70567,35165
United Kingdom,Exmouth,Exmouth Journal,exmouthjournal,11645,4702
United Kingdom,Honiton,Midweek Herald,midweekherald,15730,3306
United Kingdom,Okehampton,Okehampton Times,OkeyTimes,796,902
United Kingdom,Sidmouth,Sidmouth Herald,sidmouthherald,9528,3337
United Kingdom,Tiverton,Tiverton Gazette,MidDevonGazette,18717,3355
United Kingdom,Bridport,Bridport News,thebridportnews,10240,5041
United Kingdom,Stalbridge,Blackmore Vale Magazine,bvmmagazine,17554,6398
United Kingdom,Weymouth,Dorset Echo,Dorsetecho,92319,51658
United Kingdom,Cirencester,Wilts and Gloucestershire Standard,WiltsAndGlosStd,31224,6793
United Kingdom,Stroud,Stroud News and Journal,stroudnews,17198,7993
United Kingdom,Bridgwater,Bridgwater Mercury,BWMercury,7407,4318
United Kingdom,Taunton,Somerset County Gazette,CountyGazette,21297,12060
United Kingdom,Yeovil,Western Gazette,TheWesternGaz,54957,10518
United Kingdom,Swindon,Swindon Advertiser,swindonadver,67786,31159
United Kingdom,Swindon,Swindon Business News,SwindonBiz,1741,2922
United Kingdom,Torquay,Herald Express,TQHeraldExpress,55349,18482
United Kingdom,Trowbridge,Wiltshire Times,wiltshiretimes,21073,12137
United Kingdom,Blackwood,Campaign,Campaignmag,42261,162498
United Kingdom,Carmarthen,Carmarthen Journal,Carmjournal,40677,12711
United Kingdom,Llanelli,Llanelli Star,LlanelliStar,19653,12266
United Kingdom,Aberystwyth,Cambrian News,CambrianNews,12798,9184
United Kingdom,Cardigan,Tivyside Advertiser,tivyside,5476,1195
United Kingdom,Colwyn Bay,North Wales Pioneer,NWPioneer,21740,8560
United Kingdom,Rhyl,Denbighshire Free Press,DenbighshireFP,5733,4723
United Kingdom,Rhyl,Rhyl Journal,rjournal,13696,6107
United Kingdom,Mold,Flintshire Chronicle,FlintshireChron,5429,6678
United Kingdom,Abergavenny,Abergavenny Chronicle,AberChronicle,4536,4173
United Kingdom,Monmouth,Monmouthshire Beacon,monbeacon,4782,3971
United Kingdom,Newport,South Wales Argus,southwalesargus,52149,64608
United Kingdom,Fishguard,County Echo,countyecho,4848,552
United Kingdom,Haverfordwest,Western Telegraph,WTelegraph,15777,8756
United Kingdom,Tenby,Tenby Observer,tenbyobserver,3274,2739
United Kingdom,Brecon,Brecon and Radnor Express,BnRExpress,3107,2480
United Kingdom,Llandrindod Wells,County Times and Gazette,BCtimesgazette,12353,1573
United Kingdom,Barry,Barry and District News,barrydistrict,5017,4331
United Kingdom,Penarth,Penarth Times,PenarthTimes,5681,5025
United Kingdom,Wrexham,Daily Post,dailypostwales,78334,83129
United Kingdom,Birmingham,Birmingham Mail,birminghammail,169617,245259
United Kingdom,Birmingham,Birmingham Post,birminghampost,38516,105750
United Kingdom,Coventry,Coventry Telegraph,covtelegraph,86974,72752
United Kingdom,Dudley,Dudley News,dudleymbc,15453,12961
United Kingdom,Halesowen,Halesowen News,halesowennews,25657,5384
United Kingdom,Stourbridge,Stourbridge News,StourbridgeNews,24937,6752
United Kingdom,Ledbury,Ledbury Reporter,LedburyReporter,11566,518
United Kingdom,Ross on Wye,Ross Gazette,RossGazette,7783,3679
United Kingdom,Solihull,Solihull Observer,solihullobserve,6185,5482
United Kingdom,Burton upon Trent,Burton Mail,BurtonMailNews,50660,9863
United Kingdom,Tamworth,Tamworth Herald,tamworthherald,15315,5957
United Kingdom,Telford,Shropshire Star,ShropshireStar,81649,75125
United Kingdom,Harborough,Harborough Mail,HarbMail,7571,6396
United Kingdom,Kenilworth,Kenilworth Weekly News,Kenilworth_news,7974,3208
United Kingdom,Rugby,Rugby Advertiser,rugbyadv,16327,8113
United Kingdom,Warwick,Warwick Courier,Warwick_Courier,9641,7144
United Kingdom,Wolverhampton,Express and Star,ExpressandStar,143259,128726
United Kingdom,Bromsgrove,Bromsgrove Advertiser,Brom_Advertiser,18591,2898
United Kingdom,Bromsgrove,Bromsgrove Standard,BromStandard,17480,6026
United Kingdom,Evesham,Evesham Journal,EveshamJournal,6751,649
United Kingdom,Kidderminster,Shuttle,ShuttleCDRKelly,1513,183071
United Kingdom,Malvern,Malvern Gazette,MalvernGazette,22668,3538
United Kingdom,Redditch,Redditch Advertiser,Redd_Advertiser,22783,4507
United Kingdom,Worcester,Worcester News,worcesternews,69128,18272
United Kingdom,Barnsley,Barnsley Independent,BarnsleyCivic,16488,8566
United Kingdom,Keighley,Keighley News,KeighleyNews,14731,3821
United Kingdom,Brighouse,Brighouse Echo,Brighouse_Echo,7812,5051
United Kingdom,Hebden Bridge,Hebden Bridge Times,HebdenBrTimes,5303,4214
United Kingdom,Todmorden,Todmorden News,TodmordenNews1,4644,2422
United Kingdom,Hull,Hull Daily Mail,hulldailymail,42922,71252
United Kingdom,Mexborough,South Yorkshire Times,southyorkstimes,12050,3059
United Kingdom,Beverley,Beverley Guardian,BevGuardian,12522,4253
United Kingdom,Batley,Batley and Birstall News,Batley_News,7841,3584
United Kingdom,Cleckheaton,Spenborough Guardian,spenguardian,5047,2793
United Kingdom,Dewsbury,Dewsbury Reporter,DewsReporter,9678,5704
United Kingdom,Mirfield,Mirfield Reporter,MirfReporter,6010,2783
United Kingdom,Leeds,Yorkshire Post,yorkshirepost,168325,146222
United Kingdom,Wetherby,Wetherby News,Wetherby_News,3613,3279
United Kingdom,Grimsby,Grimsby Telegraph,GrimsbyTel,42757,15054
United Kingdom,Scunthorpe,Scunthorpe Telegraph,ScunTelegraph,76078,11037
United Kingdom,Harrogate,Harrogate Advertiser,HgateAdvertiser,15564,15195
United Kingdom,Ripon,Ripon Gazette,RiponRover,6094,3520
United Kingdom,Robin Hood's Bay,Bayfair,SD_Bayfair,1923,1651
United Kingdom,Selby,Selby Times,Selby_Times,691,1269
United Kingdom,Sheffield,Sheffield Telegraph,shftelegraph,40142,46948
United Kingdom,Wakefield,Wakefield Express,WakeExpress,19785,13119
Gabon,Foeign,IRIN,irin,49817,51733
South Dakota,Aberdeen,Farm Forum,FarmForum1,3629,1271
South Dakota,Brookings,Brookings Register,brkgsregister,1492,542
South Dakota,Dell Rapids,Dell Rapids Tribune,DellRapidsTrib,1235,350
South Dakota,Freeman,Freeman Courier,freemancourier,1970,492
South Dakota,Huron,Huron Plainsman,HuronPlainsman,789,306
South Dakota,Lennox,Lennox Independent,LennoxSDnews,2659,815
South Dakota,Madison,Madison Daily Leader,daily_leader,3270,826
South Dakota,Martin,Lakota Country Times,Lakota_Timez,18610,8002
South Dakota,Mitchell,Daily Republic,dailyrepublic,30149,3264
South Dakota,Mitchell,KORN,Korn,2379,1187537
South Dakota,Pierre,Pierre Capital Journal,capitaljournal,6088,3164
South Dakota,Rapid City,Rapid City Journal,RCJournal,62404,21789
South Dakota,Sioux Falls,KDLT,KDLTNews,49952,24476
South Dakota,Sioux Falls,KELO,keloland,110987,77466
South Dakota,Sioux Falls,KSFY,ksfynews,48425,47795
South Dakota,Sioux Falls,Tri State Neighbor,TriStateNeighbr,5471,1181
South Dakota,Spearfish,Black Hills Pioneer,bhpioneer,7412,1348
South Dakota,Tea,Tea Weekly,teaweekly,2164,579
South Dakota,Vermillion,KUSD,kusd,5784,5645
South Dakota,Vermillion,Plain Talk,PlainTalkPol,7197,1094
South Dakota,Yankton,WNAX,TheWnax,3404,1027
South Dakota,Yankton,Yankton Daily Press and Dakotan,pressanddakotan,15117,3339
Wyoming,Buffalo,Buffalo Bulletin,BuffBulletin,814,785
Wyoming,Casper,Casper Star Tribune,CSTribune,74307,8943
Wyoming,Casper,KCWY,KCWY13,7695,842
Wyoming,Casper,KTWO,ktwo_K2,957,847
Wyoming,Casper,Tidbits,TidBITS,8439,5076
Wyoming,Cheyenne,KGAB,kgabradio,10867,930
Wyoming,Cheyenne,Wingspan,Joe_wingspan,17460,679
Wyoming,Cheyenne,Wyoming Business Report,WyoBizReport,11085,1517
Wyoming,Cody,KODI,KodiTV,3854,150765
Wyoming,Douglas,Douglas Budget,douglasbudget,580,595
Wyoming,Evanston,Uinta County Herald,UintaCoHerald,695,378
Wyoming,Green River,KUGR,KUGRradio,2135,375
Wyoming,Jackson,Jackson Hole Daily,JacksonHoleNews,7405,5590
Wyoming,Laramie,KOWB,KOWBRadio,12655,718
Wyoming,Laramie,Laramie Boomerang,WY_Boomerang,8452,3665
Wyoming,Laramie,Laramie Free Press,laramiepress,523,344
Wyoming,Lovell,Lovell Chronicle,Lovell_News,1599,1103
Wyoming,Pinedale,Pinedale Roundup,PinedaleRoundup,2083,1368
Wyoming,Powell,Powell Tribune,PowellTribune,1363,1799
Wyoming,Rawlins,Rawlins Daily Times,RawDailyTimes,1338,840
Wyoming,Riverton,KTAK,ktak240,2412,2876
Wyoming,Sheridan,KROE,DianeKroe,9966,16631
Wyoming,Sheridan,Sheridan Press,Sheridan_Press,5425,1534
Wyoming,Torrington,Torrington Telegram,TorrTelegram,1775,1165
Guinea,Labe,Sanakou,sanakou2,2605,807
Gambia,Banjul,Daily Observer,PemObserver,3152,1792
Greenland,Nuuk,Sermitsiaq,sermitsiaqag,9695,1330
Ghana,Accra,Citi FM,jessicacitifm,23611,293244
Ghana,Accra,Daily Graphic,Graphicgh,72921,13824
Ghana,Accra,Daily Guide,DailyGuideNews,1235,451
Ghana,Accra,Enquirer,Enquirer,107454,121700
Ghana,Accra,Ghanaian Times,Ghanaian_Times,10109,922
Ghana,Accra,Heritage,Heritage,65375,609612
Ghana,Accra,Joy FM,Joy997FM,124844,716782
Ghana,Accra,Peace FM,peacefmonline,337264,61113
Ghana,Accra,Public Agenda,PublicAgenda,9269,11094
New Jersey,Allentown,Examiner,Examiner,64728,53069
New Jersey,Allentown,Messenger Press,Muslim_Press,6368,4248
New Jersey,Asbury Park,Asbury Park Press,AsburyParkPress,106950,130428
New Jersey,Asbury Park,Coaster,PlanetCoaster,1559,26976
New Jersey,Asbury Park,Tri City News,TriCityNews,33614,9691
New Jersey,Atco,Record Breeze,NJRecordBreeze,7203,927
New Jersey,Atlantic City,Atlantic City Weekly,ACWeekly,7218,12702
New Jersey,Atlantic Highlands,Atlantic Herald,chronicleherald,120705,110749
New Jersey,Bayonne,Bayonne Community News,BayonneCommNews,954,326
New Jersey,Bayonne,Bayonne Journal,jerseyjournal,81904,24431
New Jersey,Belleville,Belleville Times,bellevilletimes,3376,509
New Jersey,Bernardsville,Bernardsville News,Bville_News,3493,1400
New Jersey,Beverly,Beverly Bee,BeverlyBees,1521,4104
New Jersey,Bloomfield,Bloomfield Life,bloomfieldlife,2298,897
New Jersey,Bridgewater,Courier News,couriernews,16660,4454
New Jersey,Brigantine,Beachcomber,Beachcomber_,14631,12687
New Jersey,Caldwell,Progress,ThisIs_Progress,12748,37110
New Jersey,Camden,Catholic Star Herald,CathStarHerald,831,462
New Jersey,Cape May,Cape May Gazette,capemaygazette,7358,3627
New Jersey,Chatham,Chatham Courier,ChathamCourier1,7938,714
New Jersey,Cherry Hill Township,Cherry Hill Sun,CherryHillSun,4382,2924
New Jersey,Chester,Observer Tribune,ObserverTribune,2658,543
New Jersey,Clark,Patriot,PatriotAmazon,547,1921
New Jersey,Clifton,Clifton Journal,CliftonJournal,1857,828
New Jersey,Clinton,Hunterdon Review,HunterdonReview,4970,1081
New Jersey,Collingswood,Retrospect,HWoodRetrospect,2510,7723
New Jersey,Cranbury,Cranbury Press,CranburyPress,2736,543
New Jersey,Egg Harbor Township,Shore News Today,shorenewstoday,29833,6377
New Jersey,Ewing Township,Signal,thesignalng,39319,37580
New Jersey,Flemington,Hunterdon County Democrat,HCDemocrat,12335,1787
New Jersey,Florham Park,Florham Park Eagle,FlorhamPEagle,6126,633
New Jersey,Freehold,Greater Media Newspapers,GMediaNews,664,382
New Jersey,Haddonfield,Haddonfield Sun,HaddonfieldSun,3690,2720
New Jersey,Hammonton,Hammonton Gazette,HammGazette,5938,694
New Jersey,Hightstown,Windsor Hights Herald,WHHerald,4466,547
New Jersey,Hillsborough,Hillsborough Beacon,HillsBeacon,4431,1177
New Jersey,Hoboken,Hudson Reporter,hudson_reporter,3473,7975
New Jersey,Hoboken,Stute,SeaStute,1942,2011
