Country,City,Name,screen_name,posts,followers
Brazil,Marilia,Diario de Marilia,diariomarilia,4260,318
Brazil,Mogi das Cruzes,Mogi News,jornalmoginews,3678,1461
Brazil,Olimpia,Planeta News,Planeta_Bola_,2815,1213
Brazil,Osasco,A Rua,danrua,4033,14692
Brazil,Osasco,Diario da Regiao,diariodaregiao_,59298,5117
Brazil,Osasco,Planeta Osasco,planetaosasco,67306,1020
Brazil,Osasco,Visao Oeste,visaooeste,13996,1866
Brazil,Ourinhos,Diario de Ourinhos,diarioourinhos,3434,1757
Brazil,Paulinia,Paulinia News,paulinianews,9499,547
Brazil,Piracicaba,Gazeta de Piracicaba,gazetadepira,13840,1603
Brazil,Poa,Jornal Cidade Agora,JCidadeAgora,668,492
Brazil,Praia Grande,Gazeta do Litoral,GazetadoLitoral,2620,732
Brazil,Praia Grande,Jornal Comunitario,JornaldaMare,2149,1836
Brazil,Ribeirao Preto,Gazeta Ribeirao,GazetaFC,5575,374
Brazil,Ribeirao Preto,Revide,revistarevide,14073,2922
Brazil,Rio Claro,Guia Rio Claro,guia_rc,3584,870
Brazil,Salto,Jornal Estancia,jornalestancia,1169,386
Brazil,Salto,Jornal Tapera,jornaltapera,10124,1261
Brazil,Sao Carlos,Mais Interior,NE10Interior,18405,6802
Brazil,Sao Jose dos Campos,ADC News,ADC_NEWS2016,568,898
Brazil,Sao Paulo,Agora Sao Paulo,agorasp,13744,55471
Brazil,Sao Paulo,Brasil Economico,br_economico,59129,81261
Brazil,Sao Paulo,DCI,DCI,23364,71424
Brazil,Sao Paulo,Gazeta Esportiva,gazetaesportiva,70862,88578
Brazil,Sao Paulo (Ipiranga),Gazeta do Ipiranga,gazetaipiranga,922,306
Brazil,Serra Negra,Metropole,MetropoleOrkest,5386,6522
Brazil,Sorocaba,Cruzeiro do Sul,acruzeirodosul,11045,9327
Brazil,Sorocaba,Diario de Sorocaba,diariosorocaba,32736,3111
Brazil,Taquaritinga,O Taboanense,otaboanense,18875,1743
Brazil,Taquaritinga,O Defensor,homeldefensor,4283,1428
Brazil,Taubate,Diario de Taubate,diariodetaubate,12853,1014
Brazil,Tupa,TV Band Vale,tvbandvale,2621,7986
Brazil,Araguatins,Folha do Bico,folhabico,26742,942
Brazil,Augustinopolis,Voz do Bico,vozdobico,17356,1025
Brazil,Palmas,Conexao Tocantins,conexaoto,68045,10803
Brazil,Palmas,Jornal do Tocantins,jornaltocantins,52382,11552
Brazil,Palmas,O Girassol,OGIRASSOL,112313,3742
North Carolina,Andrews,Andrews Journal,cleojournal,3758,4917
North Carolina,Asheboro,Asheboro Courier Tribune,Courier_Tribune,13908,2094
North Carolina,Asheville,Asheville Citizen Times,asheville,120128,51278
North Carolina,Asheville,Blue Banner,TheBlueBanner,2426,1047
North Carolina,Asheville,WLOS,WLOS_13,99368,63353
North Carolina,Blowing Rock,Blowing Rocket,blowingrocketnc,1066,401
North Carolina,Boone,High Country Press,hcpress,4365,2789
North Carolina,Boone,Mountain Times,MtTimes,1316,997
North Carolina,Boone,Watauga Democrat,WataugaDemocrat,14370,4765
North Carolina,Bryson City,Smoky Mountain Times,smokymtntimes,929,341
North Carolina,Burlington,Times News,latimesmovies,22690,88350
North Carolina,Camp Lejeune,Globe,talk2GLOBE,891445,1127049
North Carolina,Carrboro,Carrboro Citizen,CarrboroCitizen,2295,2282
North Carolina,Cary,Cary News,Cary_News,4167,4750
North Carolina,Chapel Hill,Chapel Hill News,UNC_Chapel_Hill,1299,4759
North Carolina,Chapel Hill,Daily Tar Heel,dailytarheel,24714,45563
North Carolina,Charlotte,Catholic News and Herald,CathHerald,7228,9989
North Carolina,Charlotte,Charlotte Observer,theobserver,141737,206763
North Carolina,Charlotte,Que Pasa,QuePasaFoods,729,1274
North Carolina,Charlotte,WBTV,WBTV_News,175446,170532
North Carolina,Charlotte,WCNC,wcnc,141896,177056
North Carolina,Charlotte,WFAE,WFAE,18749,14764
North Carolina,Clayton,Clayton News Star,ClaytonNewStar,1182,797
North Carolina,Cleveland,Cleveland Post,ClevelandPost,50810,25294
North Carolina,Clinton,Sampson Independent,SampsonInd,2084,916
North Carolina,Cullowhee,Western Carolinian,WestCarolinian,623,325
North Carolina,Currituck,Independent,Independent,576863,2291799
North Carolina,Davidson,Davidsonian,The_Davidsonian,5370,1862
North Carolina,Dunn,Daily Record,Daily_Record,163518,109341
North Carolina,Durham,Campus Echo,campusecho,2035,1701
North Carolina,Durham,Chronicle,chronicle,25576,207921
North Carolina,Durham,Herald Sun,theheraldsun,236729,290152
North Carolina,Durham,Independent Weekly,sourceweekly,13613,7246
North Carolina,Durham,WTVD,ABC11_WTVD,113386,231103
North Carolina,Elizabeth City,Daily Advance,siadvance,37903,36196
North Carolina,Elizabethtown,Bladen Journal,BladenJournal,2204,301
North Carolina,Elkin,Tribune,chicagotribune,131956,946569
North Carolina,Elon,Pendulum,Pendulum,1007,120772
North Carolina,Fayetteville,Fayetteville Observer,fayobserver,44420,22049
North Carolina,Forest City,Daily Courier,KelownaCourier,31813,7651
North Carolina,Franklin,Macon County News,MaconCountyNews,1137,786
North Carolina,Gastonia,Gaston Gazette,gastongazette,17287,7792
North Carolina,Goldsboro,Goldsboro News Argus,newsargus,3118,3060
North Carolina,Greensboro,Business Journal,SABizJournal,23405,23930
North Carolina,Greensboro,Guilfordian,TheGuilfordian,2130,532
North Carolina,Greensboro,WFMY,WFMY,172818,116392
North Carolina,Greensboro,Yes Weekly,yesweekly,15351,9382
North Carolina,Greenville,WNCT,wnct9,63449,12269
North Carolina,Havelock,Havelock News,havenews,2962,763
North Carolina,Henderson,Daily Dispatch,Dispatch_DD,38722,33714
North Carolina,Hickory,Hickory Daily Record,Hickoryrecord,28193,7043
North Carolina,Highlands,Highlands' Newspaper,highlandcurrent,10132,812
North Carolina,Kinston,Kinston Free Press,kinstonfp,26540,3966
North Carolina,Lexington,Dispatch,dispatchmusic,1344,30209
North Carolina,Lincolnton,Lincoln Times News,LincolnTimes,2150,767
North Carolina,Locust,Weekly Post,DaveJDailyPost,7951,2643
North Carolina,Lumberton,Robesonian,The_Robesonian,971,716
North Carolina,Madison,Madison Messenger,madisonmsgr,2592,521
North Carolina,Mars Hill,Hilltop,HilltopLive,6914,5821
North Carolina,Mint Hill,Mint Hill Times,minthilltimes,839,539
North Carolina,Monroe,County Edge,MobileEdge,4428,2819
North Carolina,Monroe,Enquirer Journal,EnquirerJournal,1751,1612
North Carolina,Monroe,Union County Weekly,UCWeekly,987,1385
North Carolina,Mooresville,Mooresville Tribune,mooresvilletrib,14638,5016
North Carolina,Morehead City,This Week Magazine,ThisWeekPoconos,1444,1070
North Carolina,Morgantown,News Herald,pcnewsherald,19487,2651
North Carolina,New Bern,Sun Journal,sunjournal,67632,32931
North Carolina,New Bern,WCTI,wcti12,52316,10088
North Carolina,North Wilkesboro,Record,record_mexico,437947,1156515
North Carolina,North Wilkesboro,Wilkes Journal Patriot,journalpatriot,3785,690
North Carolina,Pembroke,Pine Needle,PineNeedleMtng,765,563
North Carolina,Pittsboro,Chatham Journal,chathamjournal,2309,1013
North Carolina,Pittsboro,Chatham Record,ChathamCountyNC,561,1038
North Carolina,Raleigh,Biblical Recorder,biblical,5755,901
North Carolina,Raleigh,La Conexion,LaConexion_,703,707
North Carolina,Raleigh,News and Observer,newsobserver,99024,177693
North Carolina,Raleigh,Triangle Business Journal,TriangleBIZJrnl,47018,69937
North Carolina,Raleigh,WNCN,WNCN,81363,35918
North Carolina,Raleigh,WPTF,WPTF,17567,1596
North Carolina,Raleigh,WRAL,WRAL,108884,323938
North Carolina,Rockingham,Richmond County Daily Journal,RCDailyJournal,2191,800
North Carolina,Roxboro,Courier Times,CourierTimes,74758,42154
North Carolina,Sanford,Sanford Herald,SanfordHerald,17369,4371
North Carolina,Selma,Selma News,SelmaEnterprise,3734,1000
North Carolina,Shallotte,Brunswick Beacon,brunswickbeacon,1769,2869
North Carolina,Shelby,Star,STAR,12441,36924
North Carolina,Siler City,Chatham News,chathamnc,45209,4080
North Carolina,Smithfield,Herald,PlymouthHerald,121246,52525
North Carolina,Southport,State Port Pilot,StatePortPilot,2118,1486
North Carolina,Taylorsville,Taylorsville Times,Tville_Times,785,1004
North Carolina,Thomasville,Thomasville Times,tvilletimes,4147,1801
North Carolina,Troy,Montgomery Herald,TimesHeraldPA,119443,11676
North Carolina,Wadesboro,Anson Record,TheAnsonRecord,1547,304
North Carolina,Wadesboro,Express,express,15551,256748
North Carolina,Wake Forest,Wake Weekly,wakeweekly,10013,3894
North Carolina,Washington,Washington Daily News,the_daily_news,44806,4152
North Carolina,Washington,WITN,WITN,58746,33163
North Carolina,Waynesville,Mountaineer,Mountaineer,32424,15344
North Carolina,Waynesville,Smoky Mountain News,SmokyMtnNews,3122,4703
North Carolina,Weaverville,Weaverville Tribune,WVLTribune,3098,1540
North Carolina,Wilmington,Encore,ENCOREChannels,1969,36256
North Carolina,Wilmington,Seahawk,BlitzTheSeahawk,1688,24481
North Carolina,Wilmington,Star News,gaystarnews,57710,118980
North Carolina,Wilmington,WECT,wectnews,41220,51039
North Carolina,Wilmington,WHQR,whqr,6346,4174
North Carolina,Wilmington,WWAY,WWAY,75713,39523
North Carolina,Winston Salem,WSJS,600WSJS,3682,809
North Carolina,Winston Salem,WXII,WXII,225697,104373
North Carolina,Wrightsville Beach,Lumina News,luminanews,3707,2553
North Carolina,Yadkinville,Yadkin Ripple,TheYadkinRipple,4371,545
North Carolina,Zebulon,Eastern Wake News,EasternWakeNews,4068,1950
Belarus,Hrodna,Pahonia,hierb_pahonia,1439,1016
Belize,Belize City,Amandala,AmandalaNews,4611,702
Belize,Belize City,Guardian News,guardiannews,146827,2769739
Belize,San Pedro,Ambergris Today,ambergrisnews,12554,2786
Belize,San Pedro,San Pedro Daily,ambergrisdaily,2373,1987
Belize,San Pedro,San Pedro Sun,SanPedroSun,5855,1384
Nebraska,Albion,Albion News,albionnews,11249,9432
Nebraska,Aurora,Aurora News Register,NewsregisterANR,4918,2310
Nebraska,Beatrice,Beatrice Daily Sun,BeaDailySunNews,3229,1737
Nebraska,Bellevue,Bellevue Leader,BellevueLeader,2369,2131
Nebraska,Chadron,Chadron Record,ChadronRecord,1579,880
Nebraska,Fairbury,Fairbury Journal News,FbyJournal,3992,669
Nebraska,Fremont,Fremont Tribune,FremontTribune,3265,1732
Nebraska,Grand Island,Grand Island Independent,theindependent,17653,9116
Nebraska,Gretna,Gretna Breeze,GretnaBreeze,1327,429
Nebraska,Hastings,Hastings Tribune,HastingsTribune,7552,2934
Nebraska,Hickman,Voice News,TheVoiceNews,51220,30026
Nebraska,Kearney,Antelope,AntelopeAudio,2100,5146
Nebraska,Kearney,Kearney Hub,KearneyHub,22295,7451
Nebraska,Lexington,KRVN,krvn,28018,3956
Nebraska,Lincoln,Daily Nebraskan,DailyNeb,14256,11833
Nebraska,Lincoln,KFOR,kfor,76787,73469
Nebraska,Lincoln,KLIN,klingroup,1126,912
Nebraska,Lincoln,KOLN,fckoeln,30005,485526
Nebraska,Lincoln,KUCV,kucv88,21379,319
Nebraska,Lincoln,Lincoln Business Journal,LincolnBizBuzz,2017,2990
Nebraska,Lincoln,Reveille,reveille,1124,20974
Nebraska,Norfolk,Norfolk Daily News,NorfolkNews,11925,3716
Nebraska,North Bend,North Bend Eagle,northbendeagle,7085,992
Nebraska,North Platte,KNOP,EthenKNOP,635,386
Nebraska,North Platte,North Platte Telegraph,NPTelegraph,7381,2240
Nebraska,Omaha,Catholic Voice,CatholicDems,42820,18630
Nebraska,Omaha,Creightonian,CUCreightonian,2921,1948
Nebraska,Omaha,Gateway,GatewayPeople,22086,46466
Nebraska,Omaha,Jewish Press,JewishPress,53826,15576
Nebraska,Omaha,KETV,KETV,144281,129260
Nebraska,Omaha,KFAB,kfabnews,13236,9346
Nebraska,Omaha,KMTV,KMTV_Kent,4022,1579
Nebraska,Omaha,KPTM,FOX42KPTM,14289,13011
Nebraska,Omaha,Reader,reader,3555,9521
Nebraska,Omaha,WOWT,WOWT6News,60206,103176
Nebraska,Papillion,Papillion Times,PapillionTimes,2672,2579
Nebraska,Plainview,Plainview News,PlainviewPatch,17092,1293
Nebraska,Plattsmouth,Journal,MensJournal,24577,75798
Nebraska,Ravenna,Ravenna News,RavennaDintorni,12946,4118
Nebraska,Scottsbluff,KNEB,KNEB,2969,1108
Nebraska,Scottsbluff,Star Herald,sbstarherald,20334,2243
Nebraska,Sidney,Sidney Sun Telegraph,SunTelegraph,661,503
Nebraska,Stromsburg,Polk County News,PolkSchoolsNews,3372,3273
Nebraska,Superior,Superior Express,SLiExpress,3146,1202
Nebraska,Sutton,Clay County News,claycountynews,1004,452
Nebraska,Waverly,Waverly News,WaverlyNews,631,571
Nebraska,West Point,West Point News,wstptnews,2309,794
Virginia,Alexandria,Alexandria Gazette Packet,AlexGazette,2096,5782
Virginia,Alexandria,Alexandria News,AlexandriaWP,2828,2327
Virginia,Alexandria,Local Kicks,KeighleyKicks,6575,1619
Virginia,Arlington,Arlington Catholic Herald,acatholicherald,12410,12102
Virginia,Arlington,Arlington Connection,ArlConnection,1321,2201
Virginia,Arlington,Sun Gazette,sungazettenews,11654,1205
Virginia,Ashland,Hanover Herald Progress,heraldprogress,2661,1531
Virginia,Big Stone Gap,Post,nypost,113777,1284351
Virginia,Blacksburg,Collegiate Times,CollegiateTimes,15248,22462
Virginia,Blacksburg,NRV News,newrivernews,15871,5377
Virginia,Bristol,Bristol Herald Courier,heraldcourier,39524,9797
Virginia,Bristol,WCYB,news5wcyb,73422,12734
Virginia,Burke,Burke Connection,BurkeConnection,1545,1145
Virginia,Centreville,Centre View,CentreView,995,709
Virginia,Charlottesville,Cavalier Daily,cavalierdaily,14995,21383
Virginia,Charlottesville,Daily Progress,DailyProgress,45401,27137
Virginia,Chatham,Star Tribune,StarTribune,116944,308723
Virginia,Christiansburg,Our Valley,BestofourValley,9365,20754
Virginia,Covington,Virginian Review,VirginianSports,3571,751
Virginia,Crozet,Crozet Gazette,CrozetGazette,873,2691
Virginia,Culpeper,Culpeper Star Exponent,CulpeperSE,3635,596
Virginia,Danville,Evince,EvinceDS,10787,502
Virginia,Fairfax,Broadside,Broadside_,10889,12949
Virginia,Fairfax,Fairfax Connection,ffxconnection,2572,3609
Virginia,Fairfax,Fairfax Times,FairfaxTimes,2080,4874
Virginia,Fairfax Station,Fairfax Station Clifton Connection,LFSCConnection,1264,728
Virginia,Farmville,Farmville Herald,FarmvilleHerald,3997,1059
Virginia,Floyd,Floyd Press,CCPress,3785,1131
Virginia,Fort Monroe,Casemate,CaseMate,8569,36101
Virginia,Fort Myer,Pentagram,pentagram,8738,258488
Virginia,Franklin,Tidewater News,TidewaterReview,9578,896
Virginia,Fredericksburg,WFLS,933WFLS,3691,475
Virginia,Glen Allen,Henrico Citizen,HenricoCitizen,2978,7929
Virginia,Great Falls,Great Falls Connection,GFConnection,1816,1171
Virginia,Herndon,Herndon Connection,HerndonConnect,2781,1752
Virginia,Hillsville,Twin County News,MetCouncilNews,5895,7974
Virginia,Hopewell,Hopewell News,HopewellValley,3668,1341
Virginia,Kilmarnock,Rappahannock Record,RappRecord,1719,1170
Virginia,Lebanon,Lebanon News,LDNews,49543,10770
Virginia,Leesburg,Leesburg Today,leesburgtoday,10903,8788
Virginia,Lexington,News Gazette,news_gazette,23069,36526
Virginia,Lexington,Trident,TridentSportsX,5000,23123
Virginia,Lovingston,Nelson County Times,NelsonCoTimes,2853,1333
Virginia,Martinsville,Martinsville Media,mvillemedia,1422,621
Virginia,McLean,McLean Connection,McLeanConnect,1265,1480
Virginia,Middleburg,Middleburg Eccentric,MBEccentric,2454,657
Virginia,Monterey,Recorder,RomfordRecorder,17453,14909
Virginia,Mount Vernon,Mount Vernon Gazette,MtVernonGazette,1401,1049
Virginia,Mount Vernon,Mount Vernon Voice,MountVernonDV,23076,335
Virginia,Newport News,Captain's Log,cnucaptainslog,5698,2950
Virginia,Newport News,Daily Press,Daily_Press,81793,52404
Virginia,Norfolk,Inside Business,InsideBusiness,3737,6788
Virginia,Norfolk,Marlin Chronicle,MarlinChronicle,1211,738
Virginia,Norfolk,Virginian Pilot,virginianpilot,99853,95395
Virginia,Norfolk,WAVY,WAVY_News,89879,148562
Virginia,Norfolk,WTKR,WTKR3,132976,84663
Virginia,Norton,Coalfield,coalfield,3063,2311
Virginia,Palmyra,Fluvanna Review,fluvannareview,2950,655
Virginia,Petersburg,Progress Index,ProgressIndex,11872,2685
Virginia,Powhatan,Powhatan Today,PowhatanToday,2306,1575
Virginia,Pulaski,Southwest Times,SouthwestTimes,9684,1945
Virginia,Purcellville,Purcellville Gazette,PvilleGazette,3293,1676
Virginia,Radford,Tartan,PINK_TARTAN,2835,7986
Virginia,Reston,Reston Connection,RestonConnect,3169,2463
Virginia,Richmond,Collegian,kstatecollegian,12896,9633
Virginia,Richmond,Richmond,Richmond_FC,33529,73100
Virginia,Richmond,Style Weekly,StyleWeekly,23749,64114
Virginia,Richmond,WRVA,1140WRVA,33210,4152
Virginia,Roanoke,Roanoke Times,roanoketimes,53187,57800
Virginia,Roanoke,Roanoker,Roanoker,2673,6602
Virginia,Roanoke,WDBJ,WDBJ7,83146,115896
Virginia,Roanoke,WSLS,wsls,58605,55737
Virginia,Smithfield,Smithfield Times,SmithfieldTimes,1057,1093
Virginia,Springfield,Springfield Connection,SprConnect,1369,864
Virginia,Stafford,Stafford County Sun,StaffordSun,1337,879
Virginia,Stuart,Enterprise,Enterprise,5584,28338
Virginia,Suffolk,Suffolk News Herald,suffolknews,18559,2847
Virginia,Urbanna,Southside Sentinel,SSentinel,7291,1909
Virginia,Vienna,Vienna Connection,ViennaConnect,1004,1650
Virginia,Warsaw,Northern Neck News,NorthernNeck,4064,1863
Virginia,Washington,Rappahannock News,rappnews,1079,472
Virginia,Waynesboro,News Virginian,NewsVirginian,11495,3319
Virginia,Williamsburg,Flat Hat News,FlatHatSports,13634,848
Virginia,Williamsburg,Virginia Gazette,vagazette,25402,5741
Virginia,Woodbridge,Potomac News,PotomacLocal,21985,4822
Virginia,Woodstock,Shenandoah Valley Herald,ShenValleyNow,1404,330
Russia,Groznyi,News Now,8NewsNow,99416,198813
Russia,Groznyi,Yahoo,Yahoo,88845,1488896
Russia,Chita,Chita,Chita_Rivera,1005,5318
Russia,Irkutsk,Delo,Delo,91538,56052
Russia,Petrozavodsk,Petrozavodsk,MIDPetrozavodsk,3221,1383
Russia,Krasnoyarsk,KGS,kgs,31807,7239
Russia,Kurgan,Meridian,itvmeridian,40347,46092
Russia,Moskva,Kommersant,kommersant,95920,228661
Russia,Moskva - Moskau,Moscow Times,MoscowTimes,79099,118537
Russia,Moskva,Novaya Gazeta,novaya_gazeta,35987,464666
Russia,Moskva,Russkaya Mysl,RusskayaMysl,1487,1243
Russia,Moskva,Sobesednik,Sobesednik_am,1066,766
Russia,Moskva,Vedomosti,Vedomosti,81901,870506
Russia,Nizhnii Novgorod,Prospekt,Prospekt_Aaron,9665,843
Russia,Perm,Zvezda,crvenazvezdafk,12993,56696
Russia,Rostov na Donu,Molot,rmolot,20051,412
Russia,Rostov na Donu,Rostov,rostovfc,17764,293228
Russia,Samara,Samara,SamaraCDA,19438,30031
Russia,Sankt Peterburg -,Smena,Smena,1351,331
Russia,Izhevsk,Susanin,SusaninLangside,12119,5177
Russia,Volgograd,Inter,Inter,67655,1278728
Rwanda,Kigali,Rwanda Focus,TheRwandaFocus,3594,1311
Maine,Auburn,Twin City Times,twincitytimes,658,470
Maine,Bangor,Bangor Daily News,bangordailynews,96817,81406
Maine,Bangor,Bangor Metro,BangorMetro,2783,3406
Maine,Bangor,Maine Edge,TheMaineEdge,1568,3559
Maine,Bangor,WABI,WABI_TV5,69320,24644
Maine,Bangor,WLBZ,WLBZ2,100232,22524
Maine,Boothbay,Boothbay Register,BBRegister,3859,1238
Maine,Brunswick,Bowdoin Orient,bowdoinorient,5797,3387
Maine,China,Town Line,TownLineFire,1839,1645
Maine,Ellsworth,Ellsworth American,EllsAmerican,1338,1183
Maine,Falmouth,Forecaster,ForecasterEnten,73480,94164
Maine,Farmington,Daily Bulldog,TheDailyBulldog,16060,1305
Maine,Kennebunk,York County Coast Star,YorkCountyCoast,5844,1498
Maine,Milo,Three Rivers News,threeriversnews,3757,358
Maine,Orono,Maine Campus,TheMaineCampus,5695,5897
Maine,Portland,Mainebiz,Mainebiz,18223,12908
Maine,Portland,Portland Phoenix,PortlandPhoenix,7372,6755
Maine,Portland,Portland Press Herald,PressHerald,73847,70668
Maine,Portland,WCSH,WCSH6,118879,100792
Maine,Portland,WGAN,WGANNews,19983,4228
Maine,Portland,WGME,WGME,127769,64578
Maine,Portland,WMTW,WMTWTV,147513,70449
Maine,Presque Isle,WAGM,wagmtv8,17316,1948
Maine,Rockland,Herald Gazette,wiltsgazette,23593,8646
Maine,Saco,Sun Chronicle,TheSunChronicle,48400,14097
Maine,Sanford,Sanford News,SanfordNCNews,1423,626
Maine,Waterville,Colby Echo,thecolbyecho,634,1224
Maine,Waterville,Morning Sentinel,OnlineSentinel,42067,5904
Maine,Wells,Weekly Sentinel,aurorasentinel,16911,6577
Maine,Westbrook,American Journal,beejournal,915,9520
Maine,Wiscasset,Wiscasset Newspaper,WiscassetNews,2432,939
Maine,Yarmouth,Notes,BearNotesApp,4038,6203
Maine,York,York Weekly,TheYorkWeekly,2500,974
Tajikistan,Dushanbe,Asia Plus,AsiaPlusTj,78631,4589
Romania,Bacau,Bacau,jobs_bacau,16549,303
Romania,Bacau,Desteptarea Bacau,desteptareabc,36644,605
Romania,Bacau,Ziarul de Bacau,ziaruldebacau,8792,511
Romania,Oradea,Bihor Online,bihon_ro,8577,496
Romania,Oradea,Bihoreanul,Bihoreanul,40447,1579
Romania,Bucuresti,Azi,Azi,148572,26871
Romania,Bucuresti - Bucharest,Bursa,BursaMKTPLC,2605,2855
Romania,Bucuresti,Capital,CapitalOfficial,176675,979388
Romania,Bucuresti,Click,BBCClick,17261,2451974
Romania,Bucuresti,Libertatea,libertatea,291678,9393
Romania,Bucuresti,Romania Libera,romanialibera,105094,20714
Romania,Bucuresti,Ziarul Ring,ziarul_ring,38671,500
Romania,Cluj Napoca,Gazeta de Cluj,gazetadecluj,23406,832
Romania,Cluj Napoca,Ziua de Cluj,ziuadecj,41821,688
Romania,Constanta,Cuget Liber,CugetLiber,46026,468
Romania,Constanta,Flagrant,FlagrantLA,840,1402
Romania,Constanta,Ziua de Constanta,ZIUAdeConstanta,205349,806
Romania,Galati,Monitorul de Galati,Monitorul_GL,6135,348
Romania,Iasi,Buna Ziua Iasi,bunaziuaiasi,277576,1432
Romania,Iasi,Monitorul,monitorulsv,89170,1109
Romania,Iasi,Ziarul de Iasi,ZiaruldeIasi,57252,1754
Romania,Ploiesti,Observatorul PH,ObservatorulPH,93999,409
Romania,Timisoara,Agenda,AgendaShow,5661,19399
Romania,Timisoara,Renasterea Banateana,Renasterea,27785,453
Romania,Timisoara,Ziua de Vest,ZIUAdeVest,26441,543
Romania,Dragasani,Pro Expres,LinuxEXPRES,2797,1490
Florida,Belle Glade,Sun,TheSun,281046,1305327
Florida,Boca Grande,Boca Beacon,BocaBeacon,735,416
Florida,Boca Raton,Boca Raton News,bocatribune,10833,9266
